Depth (m)
0.0019801980198019802
0.005980598059805981
0.009980998099809981
0.01398139813981398
0.01798179817981798
0.02198219821982198
0.025982598259825983
0.029982998299829984
0.033983398339833985
0.03798379837983799
0.04198419841984199
0.04598459845984599
0.049984998499849984
0.053985398539853985
0.057985798579857986
0.06198619861986199
0.06598659865986599
0.06998699869986999
0.07398739873987399
0.07798779877987799
0.081988198819882
0.085988598859886
0.08998899889989
0.093989398939894
0.09798979897989799
0.10199019901990199
0.10599059905990599
0.10999099909990999
0.11399139913991399
0.11799179917991799
0.12199219921992199
0.12599259925992598
0.12999299929993
0.13399339933993398
0.137993799379938
0.14199419941994199
0.145994599459946
0.14999499949995
0.153995399539954
0.157995799579958
0.161996199619962
0.165996599659966
0.16999699969997
0.173997399739974
0.177997799779978
0.181998199819982
0.185998599859986
0.18999899989999
0.193999399939994
0.197999799979998
0.202000200020002
0.206000600060006
0.21000100010001
0.214001400140014
0.218001800180018
0.222002200220022
0.226002600260026
0.23000300030003
0.234003400340034
0.23800380038003802
0.242004200420042
0.24600460046004602
0.25000500050005
0.254005400540054
0.258005800580058
0.262006200620062
0.266006600660066
0.27000700070007
0.274007400740074
0.27800780078007803
0.282008200820082
0.286008600860086
0.29000900090009
0.29400940094009403
0.298009800980098
0.302010201020102
0.306010601060106
0.31001100110011004
0.314011401140114
0.318011801180118
0.32201220122012203
0.326012601260126
0.33001300130013
0.334013401340134
0.33801380138013803
0.342014201420142
0.346014601460146
0.35001500150015
0.35401540154015404
0.358015801580158
0.362016201620162
0.36601660166016603
0.37001700170017005
0.374017401740174
0.378017801780178
0.38201820182018204
0.386018601860186
0.39001900190019
0.394019401940194
0.39801980198019804
